lat,lon,ghi_pvgis_kwh_m2_day,pvout_kwh_kwp,optimal_tilt_deg
53.15,-4.699999999999999,,,
53.15,-4.449999999999999,,,
53.15,-4.199999999999999,2.399123287671233,695.08,0.0
53.15,-3.9499999999999993,2.449150684931507,712.5,0.0
53.15,-3.6999999999999993,2.608986301369863,759.4,0.0
53.15,-3.4499999999999993,2.6427671232876713,768.98,0.0
53.15,-3.1999999999999993,2.6253150684931508,761.97,0.0
53.15,-2.9499999999999993,2.7594246575342467,797.54,0.0
53.15,-2.6999999999999993,2.739808219178082,790.67,0.0
53.15,-2.4499999999999993,2.7155616438356165,784.91,0.0
53.15,-2.1999999999999993,2.6407123287671235,764.48,0.0
53.15,-1.9499999999999993,2.5975068493150686,755.17,0.0
53.15,-1.6999999999999993,2.7054246575342464,786.92,0.0
53.15,-1.4499999999999993,2.7434246575342467,795.6,0.0
53.15,-1.1999999999999993,2.7544109589041095,799.54,0.0
53.15,-0.9499999999999993,2.8185205479452056,816.59,0.0
53.15,-0.6999999999999993,2.8206849315068494,816.28,0.0
53.15,-0.4499999999999993,2.8642465753424657,829.89,0.0
53.15,-0.1999999999999993,2.8377260273972604,820.61,0.0
53.15,0.05000000000000071,2.888027397260274,840.38,0.0
53.15,0.3000000000000007,2.8736986301369867,839.27,0.0
53.15,0.5500000000000007,,,
53.15,0.8000000000000007,,,
53.15,1.0500000000000007,,,
53.15,1.3000000000000007,,,
53.15,1.5500000000000007,,,
53.15,1.8000000000000007,,,
53.4,-8.2,2.6676164383561645,773.2,0.0
53.4,-7.949999999999999,2.6356164383561644,763.09,0.0
53.4,-7.699999999999999,2.6584931506849316,770.05,0.0
53.4,-7.449999999999999,2.6531780821917805,768.27,0.0
53.4,-7.199999999999999,2.671287671232877,773.82,0.0
53.4,-6.949999999999999,2.679095890410959,776.23,0.0
53.4,-6.699999999999999,2.722849315068493,788.92,0.0
53.4,-6.449999999999999,2.7393972602739725,795.23,0.0
53.4,-6.199999999999999,2.734164383561644,793.6,0.0
53.4,-5.949999999999999,,,
53.4,-5.699999999999999,,,
53.4,-5.449999999999999,,,
53.4,-5.199999999999999,,,
53.4,-4.949999999999999,,,
53.4,-4.699999999999999,,,
53.4,-4.449999999999999,2.927643835616438,858.01,0.0
53.4,-4.199999999999999,,,
53.4,-3.9499999999999993,,,
53.4,-3.6999999999999993,,,
53.4,-3.4499999999999993,,,
53.4,-3.1999999999999993,,,
